stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
HINDALCO,2021-07-27,2022-07-22,417.35,381.25,239,-8627.900000000005
ITC,2021-12-20,2022-12-14,212.4,345.4,470,62509.999999999985
LT,2018-10-15,2019-10-10,1216.4,1425.1,82,17113.399999999987
TATAMOTORS,2020-04-24,2021-04-19,74.2,301.4,1347,306038.39999999997
BOSCHLTD,2015-04-15,2016-04-08,26340.25,18993.35,3,-22040.700000000004
