stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ICICIBANK,2022-07-06,2023-06-30,725.95,934.6,137,28585.049999999996
SRF,2021-11-17,2022-11-11,2157.55,2388.7,46,10632.899999999983
ASIANPAINT,2018-03-05,2019-02-28,1105.95,1405.2,90,26932.5
PNB,2020-12-02,2021-11-26,33.95,38.5,2945,13399.74999999999
BOSCHLTD,2022-08-22,2023-08-16,17089.65,18185.75,5,5480.499999999993
