stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
VBL,2019-04-01,2020-03-25,132.83,124.2,752,-6489.7600000000075
HAVELLS,2019-12-19,2020-12-11,646.9,827.45,154,27804.70000000001
MOTHERSON,2022-08-12,2023-08-07,81.83,98.65,1222,20554.040000000008
IRCTC,2021-11-15,2022-11-07,903.4,763.9,110,-15345.0
DLF,2020-10-15,2021-10-08,155.45,415.85,643,167437.2
