stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
VBL,2016-11-08,2017-10-13,68.07,73.78,1469,8387.990000000013
ASIANPAINT,2022-12-22,2023-10-20,3088.55,3105.85,32,553.5999999999913
ADANIENT,2017-05-08,2018-05-02,114.55,129.4,872,12949.200000000008
BPCL,2016-08-01,2017-07-27,396.4,477.2,252,20361.600000000002
BAJAJFINSV,2017-06-22,2018-06-15,422.0,597.91,236,41514.759999999995
