stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GAIL,2019-01-03,2019-12-27,116.65,79.03,857,-32240.340000000004
TORNTPHARM,2022-08-22,2023-08-14,1526.75,1971.9,65,28934.750000000007
UPL,2020-12-02,2021-11-26,441.95,703.8,226,59178.09999999999
TCS,2022-03-30,2023-03-24,3731.55,3120.5,26,-15887.300000000005
HAVELLS,2018-04-06,2019-04-01,533.15,775.65,187,45347.5
