stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
UPL,2016-05-30,2017-05-25,394.5,540.23,253,36869.69
TATASTEEL,2020-09-15,2021-09-09,40.53,144.7,2467,256987.38999999996
ABB,2021-11-22,2022-11-16,2099.8,3035.65,47,43984.95
HINDUNILVR,2019-08-08,2020-07-31,1803.1,2209.9,55,22374.00000000001
INDUSINDBK,2016-12-06,2017-12-01,1082.7,1661.1,92,53212.79999999999
