stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BRITANNIA,2021-04-15,2022-04-08,3692.7,3347.9,27,-9309.599999999993
TCS,2020-02-04,2021-01-29,2107.75,3111.35,47,47169.2
TATASTEEL,2022-10-04,2023-09-29,101.15,128.9,988,27417.0
NESTLEIND,2020-10-05,2021-09-29,16033.15,19506.75,6,20841.600000000002
DMART,2021-05-24,2022-05-19,3040.45,3614.85,32,18380.800000000003
