stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
KOTAKBANK,2017-06-05,2018-05-31,967.0,1334.6,103,37862.79999999999
SBILIFE,2021-05-04,2022-04-29,982.9,1105.5,101,12382.600000000002
BERGEPAINT,2018-10-16,2019-10-11,242.96,398.33,411,63857.06999999999
TATAPOWER,2015-11-30,2016-11-22,66.8,68.95,1497,3218.5500000000084
BAJAJFINSV,2021-12-09,2022-12-02,1759.66,1642.65,56,-6552.5599999999995
