stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BHARTIARTL,2015-05-18,2016-05-12,364.93,332.47,274,-8894.039999999994
GODREJCP,2021-03-18,2022-03-11,660.45,709.45,151,7399.0
PIIND,2020-10-12,2021-10-07,2030.8,3243.05,49,59400.250000000015
HDFCBANK,2022-08-26,2023-08-21,1465.1,1589.5,68,8459.200000000006
ZYDUSLIFE,2020-08-13,2021-08-06,386.4,585.8,258,51445.2
