stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ADANIPORTS,2020-08-24,2021-08-18,349.0,705.4,286,101930.4
ASIANPAINT,2021-02-10,2022-02-04,2510.6,3236.65,39,28315.950000000008
BERGEPAINT,2021-02-15,2022-02-08,636.71,598.67,157,-5972.2800000000125
INFY,2018-08-27,2019-08-21,707.7,799.45,141,12936.75
DRREDDY,2020-05-21,2021-05-14,3847.5,5196.85,25,33733.75000000001
