stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
SRF,2015-07-28,2016-07-22,262.09,278.58,381,6282.690000000003
HDFCLIFE,2021-05-24,2022-05-18,670.25,550.0,149,-17917.25
VEDL,2016-09-19,2017-09-12,164.7,330.7,607,100762.0
LTIM,2017-10-27,2018-10-22,808.65,1710.95,123,110982.90000000001
DRREDDY,2017-07-27,2018-07-20,2620.35,2051.9,38,-21601.09999999999
