stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
UPL,2015-05-18,2016-05-10,351.8,392.4,284,11530.39999999999
JINDALSTEL,2021-03-04,2022-02-25,336.55,399.75,297,18770.399999999998
BEL,2021-03-08,2022-03-02,48.35,72.0,2068,48908.2
ADANIPORTS,2015-07-01,2016-06-24,311.3,201.9,321,-35117.4
TATAPOWER,2021-03-01,2022-02-22,97.9,222.65,1021,127369.75
