stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
DMART,2020-07-27,2021-07-20,2026.1,3397.3,49,67188.80000000002
CHOLAFIN,2022-12-15,2023-10-20,747.6,1187.15,133,58460.15000000001
BAJAJ-AUTO,2021-10-08,2022-10-03,3815.55,3515.35,26,-7805.200000000007
VBL,2017-10-30,2018-10-23,74.21,111.76,1347,50579.85000000001
ABB,2016-08-18,2017-08-11,1167.95,1343.05,85,14883.499999999993
