stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TORNTPHARM,2017-12-18,2018-12-11,679.6,838.3,147,23328.89999999999
TATAMOTORS,2015-01-22,2016-01-15,560.49,341.3,178,-39015.82
BRITANNIA,2015-02-24,2016-02-19,1036.5,1362.25,96,31272.0
MUTHOOTFIN,2020-05-12,2021-05-07,816.1,1211.7,122,48263.200000000004
INDIGO,2020-03-05,2021-02-26,1211.1,1619.95,82,33525.70000000001
