stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
KOTAKBANK,2017-06-08,2018-06-01,978.85,1318.0,102,34593.299999999996
BRITANNIA,2016-04-18,2017-04-07,1425.32,1678.72,70,17738.000000000007
MARUTI,2018-07-26,2019-07-19,9396.25,5769.1,10,-36271.5
ASIANPAINT,2016-03-09,2017-03-03,876.2,1013.7,114,15675.0
CIPLA,2019-12-02,2020-11-26,464.0,738.7,215,59060.50000000001
