stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BPCL,2022-11-21,2023-10-20,310.3,346.4,322,11624.19999999999
PGHH,2017-08-21,2018-08-14,8179.15,10797.95,12,31425.600000000013
INDUSINDBK,2015-10-12,2016-10-04,944.6,1224.3,105,29368.499999999993
TVSMOTOR,2020-09-25,2021-09-20,446.95,545.4,223,21954.35
GRASIM,2016-10-19,2017-10-13,982.7,1147.15,101,16609.450000000004
