stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
AXISBANK,2021-07-12,2022-07-05,753.6,648.5,132,-13873.200000000003
ICICIBANK,2019-03-11,2020-03-04,375.85,508.35,266,35245.0
VEDL,2019-08-14,2020-08-07,146.55,122.8,682,-16197.50000000001
SBICARD,2021-05-03,2022-04-28,977.3,841.7,102,-13831.19999999999
DMART,2020-09-29,2021-09-24,2133.25,4422.35,46,105298.60000000002
