stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
APOLLOHOSP,2022-11-09,2023-10-20,4361.2,4977.55,22,13559.700000000008
HINDUNILVR,2020-11-02,2021-10-28,2072.0,2389.65,48,15247.200000000004
TATAPOWER,2018-08-21,2019-08-16,72.25,56.1,1384,-22351.6
HDFCLIFE,2021-06-07,2022-06-02,680.1,607.9,147,-10613.400000000007
TATACONSUM,2020-05-04,2021-04-29,334.95,671.85,298,100396.20000000001
