stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
DRREDDY,2020-10-05,2021-09-29,5159.5,4881.0,19,-5291.5
TECHM,2017-05-22,2018-05-15,412.35,670.65,242,62508.59999999999
WIPRO,2019-10-04,2020-09-28,237.7,311.55,420,31017.00000000001
BAJAJFINSV,2020-01-30,2021-01-22,963.96,907.1,103,-5856.580000000002
UPL,2022-06-22,2023-06-16,613.65,690.85,162,12506.400000000007
