stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
JINDALSTEL,2021-07-20,2022-07-15,380.15,345.5,263,-9112.949999999993
INDUSINDBK,2019-01-08,2020-01-03,1577.75,1528.85,63,-3080.7000000000057
BAJAJ-AUTO,2020-08-21,2021-08-16,3053.15,3748.45,32,22249.59999999999
POWERGRID,2018-08-23,2019-08-16,107.26,119.07,932,11006.91999999999
SBILIFE,2017-10-03,2018-06-25,707.55,689.75,141,-2509.799999999994
