stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
PGHH,2022-03-04,2023-02-27,14952.9,13696.8,6,-7536.600000000002
DLF,2017-11-07,2018-11-02,208.7,169.95,479,-18561.25
ICICIBANK,2022-07-06,2023-06-30,725.95,934.6,137,28585.049999999996
DABUR,2015-05-21,2016-05-13,259.05,289.5,386,11753.699999999995
NESTLEIND,2018-04-18,2019-04-12,8975.25,10973.8,11,21984.049999999992
