stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJAJFINSV,2018-04-17,2019-04-12,542.61,753.68,184,38836.87999999999
ICICIGI,2017-09-27,2018-06-08,681.2,729.65,146,7073.69999999999
JSWSTEEL,2022-03-23,2023-03-17,704.4,676.4,141,-3948.0
CHOLAFIN,2016-03-01,2017-02-23,129.52,203.48,772,57097.11999999998
VBL,2021-11-24,2022-11-18,305.23,571.95,327,87217.44
