stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
DMART,2021-12-17,2022-12-12,4697.8,4057.35,21,-13449.450000000006
HINDALCO,2016-10-24,2017-10-19,150.85,273.9,662,81459.09999999999
BHARTIARTL,2016-01-25,2017-01-18,273.16,288.22,366,5511.960000000001
RELIANCE,2022-11-17,2023-10-20,2599.05,2299.1,38,-11398.10000000001
ADANIENT,2019-12-17,2020-12-11,211.2,449.8,473,112857.80000000002
