stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
SBICARD,2021-07-19,2022-07-13,972.65,853.95,102,-12107.399999999992
ASIANPAINT,2020-03-11,2021-03-05,1882.85,2387.1,53,26725.25
PIDILITIND,2018-11-26,2019-11-21,1157.05,1299.75,86,12272.200000000004
INDUSINDBK,2015-05-07,2016-04-29,795.2,1048.85,125,31706.24999999998
BRITANNIA,2022-10-10,2023-10-05,3797.85,4533.9,26,19137.299999999992
