stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
CIPLA,2018-03-26,2019-03-19,541.8,533.65,184,-1499.5999999999958
EICHERMOT,2015-09-24,2016-09-16,1777.61,2313.53,56,30011.52000000002
ADANIENT,2020-11-19,2021-11-12,385.75,1705.2,259,341737.55
JSWSTEEL,2015-04-15,2016-04-08,92.88,127.34,1076,37078.96000000001
HINDUNILVR,2021-10-06,2022-09-30,2686.05,2696.45,37,384.79999999998654
