stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
SHREECEM,2021-11-11,2022-11-04,29010.55,22963.6,3,-18140.850000000002
MARUTI,2021-09-29,2022-09-23,7384.05,9343.45,13,25472.200000000008
M&M,2017-03-27,2018-03-22,632.88,730.85,158,15479.260000000004
INFY,2021-04-15,2022-04-08,1360.75,1814.6,73,33131.049999999996
TATAPOWER,2021-07-26,2022-07-20,122.6,227.6,815,85575.0
