stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TORNTPHARM,2021-06-17,2022-06-10,1476.95,1432.12,67,-3003.6100000000106
INFY,2015-01-05,2015-12-31,498.98,552.7,200,10744.000000000005
POWERGRID,2018-07-17,2019-07-12,102.32,116.56,977,13912.480000000009
MOTHERSON,2020-08-31,2021-08-24,73.13,139.17,1367,90276.68
JINDALSTEL,2016-05-19,2017-05-12,60.35,112.1,1657,85749.74999999999
