stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GODREJCP,2015-12-28,2016-12-19,433.23,483.57,230,11578.199999999993
PIDILITIND,2021-01-25,2022-01-20,1765.5,2675.95,56,50985.19999999999
SHRIRAMFIN,2020-11-26,2021-11-18,1051.7,1601.4,95,52221.50000000001
ICICIPRULI,2021-08-30,2022-08-25,659.0,589.2,151,-10539.799999999994
IOC,2022-11-09,2023-10-20,69.55,90.3,1437,29817.75
