stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ADANIENT,2021-11-08,2022-11-03,1568.25,3590.4,63,127395.45000000001
UPL,2019-10-22,2020-10-13,597.0,506.5,167,-15113.5
TCS,2019-02-21,2020-02-14,1914.2,2184.2,52,14039.999999999989
COLPAL,2016-02-16,2017-02-10,839.25,890.9,119,6146.349999999998
INFY,2017-10-23,2018-10-17,469.75,705.35,212,49947.200000000004
