stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ABB,2015-05-05,2016-04-29,1402.65,1297.3,71,-7479.8500000000095
ONGC,2018-01-24,2019-01-18,210.85,146.75,474,-30383.399999999998
KOTAKBANK,2018-06-05,2019-05-31,1304.7,1522.15,76,16526.200000000004
MUTHOOTFIN,2015-04-22,2016-04-13,190.95,183.95,523,-3661.0
LTIM,2019-06-24,2020-06-17,1712.25,1882.4,58,9868.700000000004
