stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJAJHLDNG,2020-11-25,2021-11-18,2929.15,4890.15,34,66673.99999999999
SIEMENS,2020-12-30,2021-12-24,1573.35,2374.35,63,50463.0
DABUR,2021-05-25,2022-05-20,530.55,503.35,188,-5113.599999999988
ZYDUSLIFE,2020-12-04,2021-11-29,471.05,456.25,212,-3137.600000000002
APOLLOHOSP,2017-07-12,2018-07-06,1230.85,1016.75,81,-17342.09999999999
