stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ATGL,2019-03-22,2020-03-16,116.2,103.7,860,-10750.0
DLF,2015-03-10,2016-03-04,144.9,107.9,690,-25530.0
SRF,2022-10-27,2023-10-20,2499.45,2234.0,40,-10617.999999999993
BERGEPAINT,2018-04-16,2019-04-11,225.0,267.58,444,18905.519999999993
HDFCLIFE,2020-06-29,2021-06-24,537.2,719.6,186,33926.399999999994
