stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ADANIENT,2017-04-17,2018-04-09,123.35,147.15,810,19278.00000000001
COLPAL,2021-09-23,2022-09-16,1701.55,1563.25,58,-8021.399999999998
HDFCBANK,2021-02-22,2022-02-17,1548.0,1506.5,64,-2656.0
SUNPHARMA,2015-02-12,2016-02-05,923.6,857.55,108,-7133.400000000007
CIPLA,2017-04-17,2018-04-10,576.5,558.15,173,-3174.550000000004
