stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
WIPRO,2016-09-20,2017-09-15,180.39,214.31,554,18791.680000000008
HINDALCO,2021-05-24,2022-05-19,389.3,417.0,256,7091.199999999997
AXISBANK,2017-07-24,2018-07-19,534.8,526.8,186,-1488.0
BAJFINANCE,2015-07-13,2016-07-07,509.54,809.57,196,58805.880000000005
UPL,2021-07-05,2022-06-28,807.6,656.0,123,-18646.800000000003
