stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
POWERGRID,2020-06-17,2021-06-11,89.94,138.89,1111,54383.44999999999
SHREECEM,2020-07-13,2021-07-06,22311.2,27769.1,4,21831.59999999999
UPL,2020-05-11,2021-05-05,368.1,640.7,271,73874.6
PNB,2022-01-24,2023-01-18,38.0,56.75,2631,49331.25
BAJAJHLDNG,2018-11-19,2019-11-11,3080.25,3710.85,32,20179.199999999997
