stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
PIIND,2021-06-29,2022-06-24,2902.65,2548.25,34,-12049.600000000002
M&M,2017-11-06,2018-11-01,683.08,756.05,146,10653.619999999988
CHOLAFIN,2020-06-16,2021-06-11,155.45,562.3,643,261604.55
SHRIRAMFIN,2016-05-02,2017-04-26,1083.0,1053.7,92,-2695.599999999996
ADANIPORTS,2020-11-10,2021-11-04,366.75,713.7,272,94370.40000000001
