stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GODREJCP,2017-10-30,2018-10-24,617.53,739.75,161,19677.420000000006
ULTRACEMCO,2020-11-17,2021-11-11,4909.05,8050.65,20,62831.999999999985
PNB,2015-09-03,2016-08-26,130.8,122.85,764,-6073.800000000013
MOTHERSON,2015-07-20,2016-07-14,105.97,87.91,943,-17030.58
VBL,2017-06-22,2018-06-15,77.27,114.33,1294,47955.64
