stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
RELIANCE,2019-03-05,2020-02-27,1226.03,1373.23,81,11923.200000000004
BAJAJ-AUTO,2016-09-27,2017-09-22,2875.8,3042.45,34,5666.099999999988
BPCL,2015-06-30,2016-06-24,293.12,337.82,341,15242.699999999995
BOSCHLTD,2019-02-21,2020-02-14,18048.55,14615.1,5,-17167.249999999993
GODREJCP,2017-06-13,2018-06-08,625.38,779.03,159,24430.349999999995
