stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
INDIGO,2022-07-25,2023-07-19,1816.4,2700.5,55,48625.49999999999
WIPRO,2017-02-16,2018-02-09,180.3,213.75,554,18531.299999999992
BERGEPAINT,2015-07-06,2016-06-30,123.24,164.41,811,33388.87
DABUR,2017-10-09,2018-10-04,317.65,415.45,314,30709.200000000004
BAJAJHLDNG,2019-01-28,2020-01-21,2853.5,3370.25,35,18086.25
