stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
LTIM,2016-08-18,2017-08-11,674.95,737.5,148,9257.399999999994
GODREJCP,2018-04-13,2019-04-08,714.6,662.95,139,-7179.349999999997
GRASIM,2020-12-04,2021-11-29,931.5,1683.95,107,80512.15000000001
TRENT,2022-09-26,2023-09-20,1408.95,2061.6,70,45685.49999999999
NTPC,2022-12-28,2023-10-20,165.85,241.0,602,45240.3
