stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
INDIGO,2017-05-11,2018-05-04,1092.6,1182.25,91,8158.150000000009
WIPRO,2017-02-20,2018-02-15,178.37,219.38,560,22965.599999999995
ABB,2018-09-07,2019-08-30,1346.9,1338.45,74,-625.3000000000034
AMBUJACEM,2021-10-06,2022-09-30,394.9,515.6,253,30537.100000000013
DLF,2020-12-14,2021-12-08,213.5,397.7,468,86205.59999999999
